paper_id,claim_id,table_figure,claim_type,claim,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_etal_2023,fig2_mean_obama_judges_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Obama failed to nominate US judges fact-check,NA,36,NA,36,1,NA,NA,Published 36; rewrite 36; deposit not computed.
coppock_etal_2023,fig2_mean_obama_judges_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Obama failed to nominate US judges misinformation,NA,54,NA,54,1,NA,NA,Published 54; rewrite 54; deposit not computed.
coppock_etal_2023,fig2_mean_sars_lucid_control,Figure 2,pipeline,Figure 2 conditional mean: SARS-CoV-2 man made virus created in the lab (Lucid) control,NA,47,NA,47,1,NA,NA,Published 47; rewrite 47; deposit not computed.
coppock_etal_2023,fig2_mean_sars_lucid_factcheck,Figure 2,pipeline,Figure 2 conditional mean: SARS-CoV-2 man made virus created in the lab (Lucid) fact-check,NA,43,NA,43,1,NA,NA,Published 43; rewrite 43; deposit not computed.
coppock_etal_2023,fig2_mean_sars_lucid_misinformation,Figure 2,pipeline,Figure 2 conditional mean: SARS-CoV-2 man made virus created in the lab (Lucid) misinformation,NA,54,NA,54,1,NA,NA,Published 54; rewrite 54; deposit not computed.
coppock_etal_2023,fig2_mean_sars_mturk_control,Figure 2,pipeline,Figure 2 conditional mean: SARS-CoV-2 man made virus created in the lab (MTurk) control,NA,60,NA,60,1,NA,NA,Published 60; rewrite 60; deposit not computed.
coppock_etal_2023,fig2_mean_sars_mturk_factcheck,Figure 2,pipeline,Figure 2 conditional mean: SARS-CoV-2 man made virus created in the lab (MTurk) fact-check,NA,58,NA,58,1,NA,NA,Published 58; rewrite 58; deposit not computed.
coppock_etal_2023,fig2_mean_sars_mturk_misinformation,Figure 2,pipeline,Figure 2 conditional mean: SARS-CoV-2 man made virus created in the lab (MTurk) misinformation,NA,62,NA,62,1,NA,NA,Published 62; rewrite 62; deposit not computed.
coppock_etal_2023,fig2_mean_seal_team_control,Figure 2,pipeline,Figure 2 conditional mean: Biden and Obama plotted to have Seal Team 6 murdered control,NA,30,NA,30,1,NA,NA,Published 30; rewrite 30; deposit not computed.
coppock_etal_2023,fig2_mean_seal_team_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Biden and Obama plotted to have Seal Team 6 murdered fact-check,NA,28,NA,28,1,NA,NA,Published 28; rewrite 28; deposit not computed.
coppock_etal_2023,fig2_mean_seal_team_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Biden and Obama plotted to have Seal Team 6 murdered misinformation,NA,37,NA,37,1,NA,NA,Published 37; rewrite 37; deposit not computed.
coppock_etal_2023,fig2_mean_trump_bible_control,Figure 2,pipeline,Figure 2 conditional mean: Trump holds Bible upside down control,NA,64,NA,64,1,NA,NA,Published 64; rewrite 64; deposit not computed.
coppock_etal_2023,fig2_mean_trump_bible_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Trump holds Bible upside down fact-check,NA,48,NA,48,1,NA,NA,Published 48; rewrite 48; deposit not computed.
coppock_etal_2023,fig2_mean_trump_bible_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Trump holds Bible upside down misinformation,NA,70,NA,70,1,NA,NA,Published 70; rewrite 70; deposit not computed.
coppock_etal_2023,fig2_mean_trump_covid_control,Figure 2,pipeline,Figure 2 conditional mean: Trump responsible for all Covid deaths control,NA,48,NA,48,1,NA,NA,Published 48; rewrite 48; deposit not computed.
coppock_etal_2023,fig2_mean_trump_covid_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Trump responsible for all Covid deaths fact-check,NA,42,NA,42,1,NA,NA,Published 42; rewrite 42; deposit not computed.
coppock_etal_2023,fig2_mean_trump_covid_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Trump responsible for all Covid deaths misinformation,NA,51,NA,51,1,NA,NA,Published 51; rewrite 51; deposit not computed.
coppock_etal_2023,fig2_mean_trump_dna_control,Figure 2,pipeline,Figure 2 conditional mean: Donald Trump claimed his DNA was USA control,NA,39,NA,39,1,NA,NA,Published 39; rewrite 39; deposit not computed.
coppock_etal_2023,fig2_mean_trump_dna_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Donald Trump claimed his DNA was USA fact-check,NA,27,NA,27,1,NA,NA,Published 27; rewrite 27; deposit not computed.
coppock_etal_2023,fig2_mean_trump_dna_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Donald Trump claimed his DNA was USA misinformation,NA,36,NA,36,1,NA,NA,Published 36; rewrite 36; deposit not computed.
coppock_etal_2023,fig2_mean_trump_good_control,Figure 2,pipeline,Figure 2 conditional mean: Trump said Good to childrens separation control,NA,57,NA,57,1,NA,NA,Published 57; rewrite 57; deposit not computed.
coppock_etal_2023,fig2_mean_trump_good_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Trump said Good to childrens separation fact-check,NA,31,NA,31,1,NA,NA,Published 31; rewrite 31; deposit not computed.
coppock_etal_2023,fig2_mean_trump_good_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Trump said Good to childrens separation misinformation,NA,53,NA,53,1,NA,NA,Published 53; rewrite 53; deposit not computed.
coppock_etal_2023,fig2_mean_usps_control,Figure 2,pipeline,Figure 2 conditional mean: USPS fails to deliver 27% of mail ballots in South FL control,NA,46,NA,46,1,NA,NA,Published 46; rewrite 46; deposit not computed.
coppock_etal_2023,fig2_mean_usps_factcheck,Figure 2,pipeline,Figure 2 conditional mean: USPS fails to deliver 27% of mail ballots in South FL fact-check,NA,36,NA,36,1,NA,NA,Published 36; rewrite 36; deposit not computed.
coppock_etal_2023,fig2_mean_usps_misinformation,Figure 2,pipeline,Figure 2 conditional mean: USPS fails to deliver 27% of mail ballots in South FL misinformation,NA,51,NA,51,1,NA,NA,Published 51; rewrite 51; deposit not computed.
coppock_etal_2023,fig2_mean_who_control,Figure 2,pipeline,Figure 2 conditional mean: WHO children to be vaccinated without parents consent control,NA,40,NA,40,1,NA,NA,Published 40; rewrite 40; deposit not computed.
coppock_etal_2023,fig2_mean_who_factcheck,Figure 2,pipeline,Figure 2 conditional mean: WHO children to be vaccinated without parents consent fact-check,NA,26,NA,26,1,NA,NA,Published 26; rewrite 26; deposit not computed.
coppock_etal_2023,fig2_mean_who_misinformation,Figure 2,pipeline,Figure 2 conditional mean: WHO children to be vaccinated without parents consent misinformation,NA,34,NA,34,1,NA,NA,Published 34; rewrite 34; deposit not computed.
coppock_etal_2023,fig2_mean_wisconsin_control,Figure 2,pipeline,Figure 2 conditional mean: Wisconsin has more votes than registered voters control,NA,42,NA,42,1,NA,NA,Published 42; rewrite 42; deposit not computed.
coppock_etal_2023,fig2_mean_wisconsin_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Wisconsin has more votes than registered voters fact-check,NA,38,NA,38,1,NA,NA,Published 38; rewrite 38; deposit not computed.
coppock_etal_2023,fig2_mean_wisconsin_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Wisconsin has more votes than registered voters misinformation,NA,50,NA,50,1,NA,NA,Published 50; rewrite 50; deposit not computed.
coppock_etal_2023,fig3_cells,Figure 3,structural,Conditional effect estimates plotted in Figure 3,NA,96,NA,96,1,NA,NA,Published 96; rewrite 96; deposit not computed.
coppock_etal_2023,fig4_cells,Figure 4,structural,Meta-analytic estimates plotted in Figure 4,NA,30,NA,30,1,NA,NA,Published 30; rewrite 30; deposit not computed.
coppock_etal_2023,fig4_three_wave_flat,Figure 4,descriptive,"In the All Subjects panel for issues across three waves, the Wave 1 and Wave 2 estimates are identical",NA,1,NA,0,NA,FALSE,archive,"The deposit's adjusted three-wave block regresses outcome_w3 for both its Wave 1 and its Wave 2 models and outcome_w2 for its Wave 3 model, so the published panel plots one estimate twice."
coppock_etal_2023,fig5_grp_agree_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Agreeableness high tercile misinformation effect,5.2,5.2,1,5.2,1,NA,NA,Published 5.2; rewrite 5.2; deposit 5.2.
coppock_etal_2023,fig5_grp_agree_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Agreeableness high tercile correction effect,-13.4,-13.4,1,-13.4,1,NA,NA,Published -13.4; rewrite -13.4; deposit -13.4.
coppock_etal_2023,fig5_grp_agree_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Agreeableness low tercile misinformation effect,4,4,1,4,1,NA,NA,Published 4; rewrite 4; deposit 4.
coppock_etal_2023,fig5_grp_agree_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Agreeableness low tercile correction effect,-8.1,-8.1,1,-8.1,1,NA,NA,Published -8.1; rewrite -8.1; deposit -8.1.
coppock_etal_2023,fig5_grp_conscientiousness_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Conscientiousness high tercile misinformation effect,4.9,4.9,1,4.9,1,NA,NA,Published 4.9; rewrite 4.9; deposit 4.9.
coppock_etal_2023,fig5_grp_conscientiousness_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Conscientiousness high tercile correction effect,-13,-13,1,-13,1,NA,NA,Published -13; rewrite -13; deposit -13.
coppock_etal_2023,fig5_grp_conscientiousness_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Conscientiousness low tercile misinformation effect,3,3,1,3,1,NA,NA,Published 3; rewrite 3; deposit 3.
coppock_etal_2023,fig5_grp_conscientiousness_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Conscientiousness low tercile correction effect,-8,-8,1,-8,1,NA,NA,Published -8; rewrite -8; deposit -8.
coppock_etal_2023,fig5_grp_crt_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Cognitive Reflection Test high tercile misinformation effect,4.6,4.6,1,4.6,1,NA,NA,Published 4.6; rewrite 4.6; deposit 4.6.
coppock_etal_2023,fig5_grp_crt_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Cognitive Reflection Test high tercile correction effect,-13.4,-13.4,1,-13.4,1,NA,NA,Published -13.4; rewrite -13.4; deposit -13.4.
coppock_etal_2023,fig5_grp_crt_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Cognitive Reflection Test low tercile misinformation effect,4.2,4.2,1,4.2,1,NA,NA,Published 4.2; rewrite 4.2; deposit 4.2.
coppock_etal_2023,fig5_grp_crt_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Cognitive Reflection Test low tercile correction effect,-8.8,-8.8,1,-8.8,1,NA,NA,Published -8.8; rewrite -8.8; deposit -8.8.
coppock_etal_2023,fig5_grp_emotstab_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Emotional Stability high tercile misinformation effect,5.6,5.6,1,5.6,1,NA,NA,Published 5.6; rewrite 5.6; deposit 5.6.
coppock_etal_2023,fig5_grp_emotstab_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Emotional Stability high tercile correction effect,-13.2,-13.2,1,-13.2,1,NA,NA,Published -13.2; rewrite -13.2; deposit -13.2.
coppock_etal_2023,fig5_grp_emotstab_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Emotional Stability low tercile misinformation effect,3.3,3.3,1,3.3,1,NA,NA,Published 3.3; rewrite 3.3; deposit 3.3.
coppock_etal_2023,fig5_grp_emotstab_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Emotional Stability low tercile correction effect,-8.1,-8.1,1,-8.1,1,NA,NA,Published -8.1; rewrite -8.1; deposit -8.1.
coppock_etal_2023,fig5_grp_extraversion_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Extraversion high tercile misinformation effect,3.8,3.8,1,3.8,1,NA,NA,Published 3.8; rewrite 3.8; deposit 3.8.
coppock_etal_2023,fig5_grp_extraversion_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Extraversion high tercile correction effect,-7.9,-7.9,1,-7.9,1,NA,NA,Published -7.9; rewrite -7.9; deposit -7.9.
coppock_etal_2023,fig5_grp_extraversion_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Extraversion low tercile misinformation effect,3.6,3.6,1,3.6,1,NA,NA,Published 3.6; rewrite 3.6; deposit 3.6.
coppock_etal_2023,fig5_grp_extraversion_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Extraversion low tercile correction effect,-13.4,-13.4,1,-13.4,1,NA,NA,Published -13.4; rewrite -13.4; deposit -13.4.
coppock_etal_2023,fig5_grp_nfc_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Need for Cognition high tercile misinformation effect,4.3,4.3,1,4.3,1,NA,NA,Published 4.3; rewrite 4.3; deposit 4.3.
coppock_etal_2023,fig5_grp_nfc_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Need for Cognition high tercile correction effect,-14.3,-14.3,1,-14.3,1,NA,NA,Published -14.3; rewrite -14.3; deposit -14.3.
coppock_etal_2023,fig5_grp_nfc_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Need for Cognition low tercile misinformation effect,4.5,4.5,1,4.5,1,NA,NA,Published 4.5; rewrite 4.5; deposit 4.5.
coppock_etal_2023,fig5_grp_nfc_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Need for Cognition low tercile correction effect,-9,-9,1,-9,1,NA,NA,Published -9; rewrite -9; deposit -9.
coppock_etal_2023,fig5_grp_openness_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Openness high tercile misinformation effect,5.9,5.9,1,5.9,1,NA,NA,Published 5.9; rewrite 5.9; deposit 5.9.
coppock_etal_2023,fig5_grp_openness_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Openness high tercile correction effect,-13.3,-13.3,1,-13.3,1,NA,NA,Published -13.3; rewrite -13.3; deposit -13.3.
coppock_etal_2023,fig5_grp_openness_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Openness low tercile misinformation effect,3.3,3.3,1,3.3,1,NA,NA,Published 3.3; rewrite 3.3; deposit 3.3.
coppock_etal_2023,fig5_grp_openness_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Openness low tercile correction effect,-6.6,-6.6,1,-6.6,1,NA,NA,Published -6.6; rewrite -6.6; deposit -6.6.
coppock_etal_2023,fig5_grp_pk_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Political knowledge high tercile misinformation effect,4.3,4.3,1,4.4,0,NA,environment,As fig5_grp_pk_low_treatmentcontrol.
coppock_etal_2023,fig5_grp_pk_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Political knowledge high tercile correction effect,-10.7,-10.7,1,-11.2,0,NA,environment,As fig5_grp_pk_low_treatmentcontrol.
coppock_etal_2023,fig5_grp_pk_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Political knowledge low tercile misinformation effect,4.1,4.1,1,4.0,0,NA,environment,"The two estimatr versions disagree about which HC2 standard errors are estimable for the political knowledge terciles, which changes which studies the pooling drops."
coppock_etal_2023,fig5_grp_pk_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Political knowledge low tercile correction effect,-8,-8,1,-8,1,NA,NA,Published -8; rewrite -8; deposit -8.
coppock_etal_2023,fig5_grp_polint_high_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Political interest high tercile misinformation effect,4.3,4.3,1,4.3,1,NA,NA,Published 4.3; rewrite 4.3; deposit 4.3.
coppock_etal_2023,fig5_grp_polint_high_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Political interest high tercile correction effect,-8.9,-8.9,1,-8.9,1,NA,NA,Published -8.9; rewrite -8.9; deposit -8.9.
coppock_etal_2023,fig5_grp_polint_low_treatmentcontrol,Figure 5,pipeline,Figure 5 label: Political interest low tercile misinformation effect,4.5,4.5,1,4.5,1,NA,NA,Published 4.5; rewrite 4.5; deposit 4.5.
coppock_etal_2023,fig5_grp_polint_low_treatmentfactcheck,Figure 5,pipeline,Figure 5 label: Political interest low tercile correction effect,-12.3,-12.3,1,-12.3,1,NA,NA,Published -12.3; rewrite -12.3; deposit -12.3.
coppock_etal_2023,fig6_Democrat_treatmentcontrol,Figure 6,pipeline,Figure 6 label: Democrat misinformation effect on the claim's target,-0.26,-0.26,1,-1.60,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,fig6_Democrat_treatmentfactcheck,Figure 6,pipeline,Figure 6 label: Democrat correction effect on the claim's target,0.23,0.23,1,1.49,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,fig6_Independent_treatmentcontrol,Figure 6,pipeline,Figure 6 label: Independent misinformation effect on the claim's target,-0.60,-0.60,1,-3.55,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,fig6_Independent_treatmentfactcheck,Figure 6,pipeline,Figure 6 label: Independent correction effect on the claim's target,-0.32,-0.32,1,1.81,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,fig6_overall_treatmentcontrol,Figure 6,pipeline,Figure 6 label: Overall misinformation effect on the claim's target,-0.23,-0.19,0,-0.74,0,NA,archive,"The deposit's thermometer loop filters with filter(data, fc == fc, topic_short_2 == topic_short_2), where each condition compares a column with itself and subsets nothing, so every target model is fitted on all eight panels pooled. The rewrite applies the subset the loop was written to apply."
coppock_etal_2023,fig6_overall_treatmentfactcheck,Figure 6,pipeline,Figure 6 label: Overall correction effect on the claim's target,0.19,0.18,0,0.80,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,fig6_Republican_treatmentcontrol,Figure 6,pipeline,Figure 6 label: Republican misinformation effect on the claim's target,0.01,0.01,1,0.91,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,fig6_Republican_treatmentfactcheck,Figure 6,pipeline,Figure 6 label: Republican correction effect on the claim's target,0.15,0.15,1,0.69,0,NA,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,note_ci_level,"Figure notes, Figures 1, 3, 4",definitional,Confidence level of every plotted interval,NA,95,NA,95,1,NA,NA,Published 95; rewrite 95; deposit not computed.
coppock_etal_2023,note_p_0001,"Figure notes, Figures 2, 3, 5, 6",definitional,Highest significance threshold in the figure notes,NA,0.001,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,note_p_001,"Figure notes, Figures 2, 3, 5, 6",definitional,Middle significance threshold in the figure notes,NA,0.01,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,note_p_005,"Figure notes, Figures 2, 3, 5, 6",definitional,Lowest significance threshold in the figure notes,NA,0.05,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,prior_chan_studies,"Prior Research, p. 2",transcribed,Studies in the Chan et al. meta-analysis,NA,20,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_chan_treatments,"Prior Research, p. 2",transcribed,Independent treatments in the Chan et al. meta-analysis,NA,52,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_guess_stories,"Prior Research, p. 3",transcribed,Fake news stories randomized by Guess et al.,NA,2,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_porterwood_issues,"Prior Research, p. 3",transcribed,Issues inspected by Porter and Wood 2019,NA,63,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_porterwood_share,"Prior Research, p. 3",transcribed,Share of issues where corrections improved accuracy,NA,96,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pvw_countries,"Prior Research, p. 3",transcribed,Countries in Porter Velez and Wood 2022,NA,10,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pvw_share,"Prior Research, p. 3",transcribed,Share of the correction effect remaining in Porter Velez and Wood 2022,NA,39,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pvw_weeks,"Prior Research, p. 3",transcribed,Weeks to recontact in Porter Velez and Wood 2022,NA,2,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pw2021_countries,"Prior Research, p. 3",transcribed,Countries in Porter and Wood 2021,NA,3,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pw2021_issues,"Prior Research, p. 3",transcribed,Issues with detectable increases at recontact,NA,11,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pw2021_of,"Prior Research, p. 3",transcribed,Issues studied in Porter and Wood 2021,NA,17,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pw2021_share,"Prior Research, p. 3",transcribed,Share of the first-wave effect remaining in Porter and Wood 2021,NA,40,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_pw2021_weeks,"Prior Research, p. 3",transcribed,Weeks to recontact in Porter and Wood 2021,NA,2,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,prior_shin_year,"Prior Research, p. 3",transcribed,Election year observed by Shin and Thorson,NA,2012,NA,NA,NA,NA,NA,Copied from the cited paper; checked once against the source.
coppock_etal_2023,res_attitudes_direction,"Results, p. 11: ""While the effects were in the expected direction, with fact-checks making respondents more positive and misinformation more negative""",descriptive,Corrections move thermometers up and misinformation moves them down,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_attitudes_half,"Results, p. 11: ""Meta-analysis shows that the overall effects of misinformation and fact-checks on attitudes were each smaller than half a point on the 100-point feeling thermometer""",descriptive,Both overall thermometer effects are smaller than half a point,NA,1,NA,0,NA,FALSE,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,res_dems_update_further,"Results, p. 6: ""However, Democrats update substantially further than Republicans when corrected about congenial false claims""",descriptive,Democrats update further than Republicans on Democratic-congenial claims,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_fc_sig_count,"Results, p. 6: ""twenty of the fact-checks had statistically significant negative average effects on belief certainty""",pipeline,Experiments with a significant negative correction effect,20,20,1,20,1,NA,NA,Published 20; rewrite 20; deposit 20.
coppock_etal_2023,res_fig1_dem_two,"Results, p. 6: ""but Democrats are more likely than Republicans to believe only two of the Democratic-congenial false statements""",descriptive,Democrats believe exactly two Democratic-congenial false claims more than Republicans do,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_fig1_rep_all,"Results, p. 6: ""Republicans are more likely than Democrats to believe all of the Republican-congenial false statements""",descriptive,Republicans believe every Republican-congenial false claim more than Democrats do,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_footnote_two_sided,"Results, p. 6, footnote 1",definitional,Sides of every reported test,NA,2,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,res_ft_scale,"Results, p. 11",definitional,Upper endpoint of the feeling thermometer,NA,100,NA,100,1,NA,NA,Published 100; rewrite 100; deposit not computed.
coppock_etal_2023,res_heterogeneity_diminished,"Results, p. 9: ""though at diminished magnitudes""",descriptive,Every conditional correction effect is smaller at Wave 2 than at Wave 1,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_heterogeneity_persists,"Results, p. 9: ""This same pattern of heterogeneity persists after one week, though at diminished magnitudes""",descriptive,The tercile with the stronger correction effect is the same one a week later,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_meta_correction,"Results, p. 6: ""the average fact-check effect (relative to misinformation) to be −10.5 points""",pipeline,Meta-analytic correction effect covariate adjusted,-10.5,-10.5,1,-10.5,1,NA,NA,Published -10.5; rewrite -10.5; deposit -10.5.
coppock_etal_2023,res_meta_correction_se,"Results, p. 6: ""(standard error = 1.1)""",pipeline,Standard error of the meta-analytic correction effect,1.1,1.1,1,1.1,1,NA,NA,Published 1.1; rewrite 1.1; deposit 1.1.
coppock_etal_2023,res_meta_misinfo,"Results, p. 6: ""we estimate the average misinformation effect (relative to control) to be 4.30 points""",pipeline,Meta-analytic misinformation effect covariate adjusted,4.30,4.30,1,4.30,1,NA,NA,Published 4.30; rewrite 4.30; deposit 4.30.
coppock_etal_2023,res_meta_misinfo_se,"Results, p. 6: ""(standard error = 1.07)""",pipeline,Standard error of the meta-analytic misinformation effect,1.07,1.07,1,1.07,1,NA,NA,Published 1.07; rewrite 1.07; deposit 1.07.
coppock_etal_2023,res_misinfo_sig_count,"Results, p. 6: ""exposure to the misinformation significantly decreased accuracy in twelve out of the twenty-four opportunities""",pipeline,Experiments where misinformation significantly reduced accuracy,13,12,0,13,0,NA,paper_internal,"Thirteen of the twenty-four unadjusted misinformation contrasts are positive and significant, in the deposit and in the rewrite alike; appendix Table 1 prints all thirteen."
coppock_etal_2023,res_misinfo_symmetric,"Results, p. 6: ""Being exposed to misinformation increased belief in the false claim by about the same amount across categories, both among Republicans and among Democrats""",descriptive,Misinformation effects are similar across congeniality categories within party,NA,1,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,res_no_backfire,"Results, p. 6: ""and none ""backfired,"" or increased false beliefs""",descriptive,No correction significantly increased false belief,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_no_misinfo_moderation,"Results, p. 9: ""None of these covariates moderate the effects of misinformation (left panels)""",descriptive,No covariate moderates the misinformation effect,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_opportunities,"Results, p. 6",definitional,Experiments run,24,24,1,24,1,NA,NA,Published 24; rewrite 24; deposit 24.
coppock_etal_2023,res_persist_w2_precise,"Results, p. 7: ""The effects of fact-checks observed immediately after treatment dissipate somewhat from Wave 1 to Wave 2, on average, at 66.4 per cent of the initial magnitude""",pipeline,Share of the Wave 1 correction effect remaining at Wave 2,48.9,66.4,0,48.9,0,NA,paper_internal,"As art_intro_persist_w2, at the sharper 66.4. The pooled Wave 2 effect is 47 per cent of the pooled Wave 1 effect, and the fixed-effect pool of the ratios is 64.9 per cent adjusted."
coppock_etal_2023,res_persist_w3_precise,"Results, p. 8: ""On average, the effect in Wave 3 is 50 per cent the magnitude of the original effect""",pipeline,Share of the Wave 1 correction effect remaining at Wave 3,43,50,0,34,0,NA,paper_internal,As art_intro_persist_w3.
coppock_etal_2023,res_rep_congenial_symmetric,"Results, p. 6: ""For false claims congenial to Republicans, the effects are approximately equal in magnitude across party lines""",descriptive,Correction effects on Republican-congenial claims are similar across parties,NA,1,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,res_scale_high,"Results, p. 6",definitional,Upper endpoint of the belief certainty axis,NA,100,NA,100,1,NA,NA,Published 100; rewrite 100; deposit not computed.
coppock_etal_2023,res_scale_low,"Results, p. 6",definitional,Lower endpoint of the belief certainty axis,NA,0,NA,0,1,NA,NA,Published 0; rewrite 0; deposit not computed.
coppock_etal_2023,res_several_moderate,"Results, p. 9: ""but several of them moderate the effects of fact-checks (right panels)""",descriptive,Several covariates moderate the correction effect,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,res_terciles,"Results, p. 8: ""Figure 5 shows the estimated effects for subjects in the top versus bottom tercile of each index""",definitional,Groups each index is split into,NA,3,NA,3,1,NA,NA,Published 3; rewrite 3; deposit not computed.
coppock_etal_2023,res_three_wave_issues,"Results, p. 8: ""the meta-analytic averages for the six issues in studies with three-wave panels""",definitional,Issues in the three-wave panels,NA,6,NA,6,1,NA,NA,Published 6; rewrite 6; deposit not computed.
