term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,dv,fc,topic_short_2,lucid_pid_3,sig
Misinformation effect,-5.398375261826941,3.74373744165448,1.4419748569336697,0.15053169424224302,-12.77081965540349,1.974069131749606,256,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (Lucid),Independent,p >= .05
Correction effect,0.7081960531018524,3.5301375002410533,0.20061429705032555,0.8411594645780864,-6.243611553017249,7.660003659220955,256,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (Lucid),Independent,p >= .05
Misinformation effect,1.3812068651998142,7.8601708242551185,-0.1757222452389521,0.8610757571191499,-14.32609116404786,17.08850489444749,63,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (MTurk),Independent,p >= .05
Correction effect,0.7025527785809808,7.773812160852873,0.09037429308092557,0.9282765050914789,-14.832171232392083,16.237276789554045,63,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (MTurk),Independent,p >= .05
Misinformation effect,0.2638493333233762,7.095352946800809,-0.037186216852305,0.970408504826444,-13.808109760579356,14.335808427226109,103,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump responsible for all Covid deaths,Independent,p >= .05
Correction effect,4.288375915680611,7.187247320544258,0.5966645816434589,0.5520405479732189,-9.965833994773917,18.542585826135134,103,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump responsible for all Covid deaths,Independent,p >= .05
Misinformation effect,0.6252316981592385,4.204416433982788,-0.14870831849712016,0.8819032008409635,-7.655199247259104,8.90566264357758,251,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,3,Judge Barrett made homophobic and racist statements,Independent,p >= .05
Correction effect,0.13167995182802006,4.648294381662681,0.02832866015274156,0.9774225329711548,-9.022950957287929,9.28631086094397,251,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,3,Judge Barrett made homophobic and racist statements,Independent,p >= .05
Misinformation effect,-5.3201638100482675,4.194061631603541,1.2684991965685963,0.20625781347509436,-13.5960154953901,2.955687875293565,180,w1_ft_hunter_biden,w1_ft_hunter_biden,3,Hunter Biden's laptop had photos torturing children,Independent,p >= .05
Correction effect,1.1417429240669428,4.292275291001787,0.26599946337562796,0.7905440570052462,-7.32790698124616,9.611392829380046,180,w1_ft_hunter_biden,w1_ft_hunter_biden,3,Hunter Biden's laptop had photos torturing children,Independent,p >= .05
Misinformation effect,-11.293097133351669,5.104387275155653,2.212429528675858,0.02817422655088104,-21.364114046703705,-1.2220802199996346,183,w1_ft_joe_biden,w1_ft_joe_biden,3,Hunter Biden's laptop had photos torturing children,Independent,p <.05
Correction effect,5.67284921916149,5.308388829005689,1.0686574404957574,0.28663167827441294,-4.800665190642977,16.146363628965958,183,w1_ft_joe_biden,w1_ft_joe_biden,3,Hunter Biden's laptop had photos torturing children,Independent,p >= .05
Misinformation effect,-28.845153695710263,13.550566955590163,2.1287045619748377,0.03965001389549664,-56.253762438132654,-1.436544953287875,39,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump said 'Good' to children's separation,Independent,p <.05
Correction effect,-11.261242541774998,8.652764199995216,-1.3014618544419856,0.20073634876413188,-28.763110122324463,6.240625038774471,39,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump said 'Good' to children's separation,Independent,p >= .05
Misinformation effect,2.4795474074764963,4.124140848074717,-0.6012276250540837,0.5482830556710443,-5.646566032807381,10.605660847760372,229,w1_ft_the_u.s._postal_service,w1_ft_the_u.s._postal_service,3,USPS fails to deliver 27% of mail ballots in South FL,Independent,p >= .05
Correction effect,-3.110572276382275,4.146537466978367,-0.7501613819129405,0.45392754637802746,-11.280815505777216,5.059670953012667,229,w1_ft_the_u.s._postal_service,w1_ft_the_u.s._postal_service,3,USPS fails to deliver 27% of mail ballots in South FL,Independent,p >= .05
Misinformation effect,0.9203167622269306,1.4762279563276557,-0.6234245587086431,0.5330772607931988,-1.9748039429355064,3.8154374673893674,1983,w1_ft_joe_biden,w1_ft_joe_biden,1,Biden wears wire at debate,Overall,p >= .05
Correction effect,-2.1480554968400436,1.5099270711421418,-1.422622017906605,0.15500304092221054,-5.109265591941801,0.8131545982617143,1983,w1_ft_joe_biden,w1_ft_joe_biden,1,Biden wears wire at debate,Overall,p >= .05
Misinformation effect,-1.2685271561861895,1.2613612120980404,1.0056811197454136,0.3146666665518283,-3.741951518189584,1.2048972058172054,2491,w1_ft_donald_trump,w1_ft_donald_trump,1,Trump chose Judge Barrett on basis of looks,Overall,p >= .05
Correction effect,0.18054266377422365,1.238995064215426,0.1457170161436837,0.8841565776765303,-2.249023543620934,2.610108871169381,2491,w1_ft_donald_trump,w1_ft_donald_trump,1,Trump chose Judge Barrett on basis of looks,Overall,p >= .05
Misinformation effect,-1.8594998905653344,1.2459289423983668,1.4924606269968062,0.1357071319276226,-4.302682238919753,0.5836824577890847,2451,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,1,Trump chose Judge Barrett on basis of looks,Overall,p >= .05
Correction effect,0.9748097092342368,1.2109558486293788,0.8049919494072191,0.4209024050287278,-1.399792768747112,3.349412187215586,2451,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,1,Trump chose Judge Barrett on basis of looks,Overall,p >= .05
Misinformation effect,-0.0191538460175296,1.661824281317302,0.01152579501507021,0.9908052136267194,-3.278438292921627,3.240130600886568,1819,w1_ft_kamala_harris,w1_ft_kamala_harris,1,Kamala Harris imprisoned prolife activists,Overall,p >= .05
Correction effect,0.34291211666966676,1.6527154610190722,0.2074840616897391,0.8356550639091023,-2.898507483354151,3.5843317166934847,1819,w1_ft_kamala_harris,w1_ft_kamala_harris,1,Kamala Harris imprisoned prolife activists,Overall,p >= .05
Misinformation effect,-4.873311482542809,1.5242190771499546,3.1972513371602203,0.00140986598721607,-7.862597725703126,-1.8840252393824928,1933,w1_ft_antifa,w1_ft_antifa,2,Antifa start West Coast wildfires (Lucid),Overall,p <.05
Correction effect,-0.13294516838360773,1.5108449372766988,-0.08799391989441463,0.929890623291432,-3.0960021555684776,2.830111818801262,1933,w1_ft_antifa,w1_ft_antifa,2,Antifa start West Coast wildfires (Lucid),Overall,p >= .05
Misinformation effect,0.6450313377861213,1.405269320714461,-0.45900905134552944,0.6462774460488481,-2.1109104204421234,3.400973096014366,2004,w1_ft_antifa,w1_ft_antifa,2,Antifa start West Coast wildfires (MTurk),Overall,p >= .05
Correction effect,0.23956032126180976,1.4255892375942096,0.16804302034861462,0.8665663914609134,-2.5562318105760675,3.0353524530996867,2004,w1_ft_antifa,w1_ft_antifa,2,Antifa start West Coast wildfires (MTurk),Overall,p >= .05
Misinformation effect,-0.9419659903454538,1.5152201411089572,0.6216693962740286,0.5342304171458261,-3.9135484483125462,2.0296164676216386,1992,w1_ft_donald_trump,w1_ft_donald_trump,2,Trump holds Bible upside down,Overall,p >= .05
Correction effect,3.145230967872059,1.4839199294039005,2.1195422377914404,0.03416804914101599,0.23503309522689264,6.055428840517226,1992,w1_ft_donald_trump,w1_ft_donald_trump,2,Trump holds Bible upside down,Overall,p <.05
Misinformation effect,-1.2702936553893815,1.510401665819225,0.8410303591001328,0.4004317184669583,-4.232423625483511,1.6918363147047475,1995,w1_ft_joe_biden,w1_ft_joe_biden,2,Obama failed to nominate US judges,Overall,p >= .05
Correction effect,2.2877469981036396,1.5544369229900905,1.471752867078688,0.14124534719969753,-0.7607428840314201,5.336236880238699,1995,w1_ft_joe_biden,w1_ft_joe_biden,2,Obama failed to nominate US judges,Overall,p >= .05
Misinformation effect,-0.19526377940771647,1.2525826676548044,0.15588893607581727,0.8761332743041885,-2.6514813799275463,2.2609538211121136,2476,w1_ft_the_world_health_organization_(who),w1_ft_the_world_health_organization_(who),2,WHO: children to be vaccinated without parents' consent,Overall,p >= .05
Correction effect,1.145378627889495,1.2648724094813677,0.9055289840333632,0.365273317176797,-1.3349382045291498,3.62569546030814,2476,w1_ft_the_world_health_organization_(who),w1_ft_the_world_health_organization_(who),2,WHO: children to be vaccinated without parents' consent,Overall,p >= .05
Misinformation effect,-2.8712593029343685,1.79932786606939,1.5957399188212429,0.11071869216008055,-6.400199714254286,0.6576811083855487,1839,w1_ft_joe_biden,w1_ft_joe_biden,2,Biden and Obama plotted to have Seal Team 6 murdered,Overall,p >= .05
Correction effect,3.276579963927537,1.4341621166369418,2.2846649802820047,0.02244592166811201,0.4638226309129232,6.08933729694215,1839,w1_ft_joe_biden,w1_ft_joe_biden,2,Biden and Obama plotted to have Seal Team 6 murdered,Overall,p <.05
Misinformation effect,-0.4212630842425726,1.874335157404011,0.22475333857901367,0.8221960020477541,-4.097298812181241,3.254772643696096,1849,w1_ft_barack_obama,w1_ft_barack_obama,2,Biden and Obama plotted to have Seal Team 6 murdered,Overall,p >= .05
Correction effect,3.013261920020583,1.4602104770952014,2.0635805367010303,0.03919677936018781,0.1494273155697905,5.877096524471375,1849,w1_ft_barack_obama,w1_ft_barack_obama,2,Biden and Obama plotted to have Seal Team 6 murdered,Overall,p <.05
Misinformation effect,0.4732810023460539,2.3834855041690868,-0.19856676347232313,0.8426530684217237,-4.205478570122268,5.152040574814376,785,w1_ft_joe_biden,w1_ft_joe_biden,2,Sen Coon's daughter's photo on Hunter Biden's laptop,Overall,p >= .05
Correction effect,2.2701385546620485,2.4069225992272925,0.9431705678407952,0.3458838423745251,-2.4546278144335756,6.994904923757673,785,w1_ft_joe_biden,w1_ft_joe_biden,2,Sen Coon's daughter's photo on Hunter Biden's laptop,Overall,p >= .05
Misinformation effect,2.7053385057185153,2.1979600729567874,-1.2308406048883231,0.21876177062772645,-1.6094285037635556,7.020105515200586,763,w1_ft_hunter_biden,w1_ft_hunter_biden,2,Sen Coon's daughter's photo on Hunter Biden's laptop,Overall,p >= .05
Correction effect,4.482540596579175,2.1482904008892025,2.086561758467942,0.03725923299985504,0.2652790263659366,8.699802166792413,763,w1_ft_hunter_biden,w1_ft_hunter_biden,2,Sen Coon's daughter's photo on Hunter Biden's laptop,Overall,p <.05
Misinformation effect,-1.7170913150961051,2.076592308730525,0.8268793580121694,0.4085809181433528,-5.794029121949803,2.3598464917575925,716,w1_ft_chris_coons,w1_ft_chris_coons,2,Sen Coon's daughter's photo on Hunter Biden's laptop,Overall,p >= .05
Correction effect,2.2500884574139723,2.0754607141536496,1.0841392670405394,0.278667975169201,-1.824627709355104,6.324804624183049,716,w1_ft_chris_coons,w1_ft_chris_coons,2,Sen Coon's daughter's photo on Hunter Biden's laptop,Overall,p >= .05
Misinformation effect,-0.7902918161583894,1.2180263673891254,0.6488298096964868,0.5165244003097661,-3.179054752817847,1.598471120501068,1960,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (Lucid),Overall,p >= .05
Correction effect,-1.9149928473824505,1.2547271693843332,-1.5262225080549543,0.12711580206026632,-4.375732481672642,0.5457467869077417,1960,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (Lucid),Overall,p >= .05
Misinformation effect,-1.7677716309853504,0.9916733116862804,1.782614909721995,0.07479990181208925,-3.712586706434606,0.17704344446390508,2010,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (MTurk),Overall,p >= .05
Correction effect,0.4770061852088393,1.0139073259203553,0.4704632987791521,0.6380750940983637,-1.5114130142605064,2.465425384678185,2010,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (MTurk),Overall,p >= .05
Misinformation effect,-1.0208634522318216,1.4941339629789363,0.6832476053194524,0.49452985368164304,-3.9510926339740617,1.909365729510418,1992,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump responsible for all Covid deaths,Overall,p >= .05
Correction effect,1.097562992730319,1.5331012686480932,0.7159103023234487,0.4741306471862982,-1.909087138561839,4.104213124022477,1992,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump responsible for all Covid deaths,Overall,p >= .05
Misinformation effect,-0.9524962097604622,1.4930019694430885,0.6379738468233617,0.5235661928582384,-3.880557815209341,1.975565395688416,1935,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,3,Judge Barrett made homophobic and racist statements,Overall,p >= .05
Correction effect,2.9171634351459383,1.5150350049393706,1.9254759300183155,0.05431624034844284,-0.05410915502268576,5.8884360253145624,1935,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,3,Judge Barrett made homophobic and racist statements,Overall,p >= .05
Misinformation effect,1.1315040829647616,1.2384493104697285,-0.9136458580897396,0.3609931570039211,-1.297015635296534,3.560023801226057,2442,w1_ft_hunter_biden,w1_ft_hunter_biden,3,Hunter Biden's laptop had photos torturing children,Overall,p >= .05
Correction effect,0.0489188220328343,1.2301409571594544,0.03976684277368818,0.96828226163821,-2.3633087479187096,2.461146391984378,2442,w1_ft_hunter_biden,w1_ft_hunter_biden,3,Hunter Biden's laptop had photos torturing children,Overall,p >= .05
Misinformation effect,0.8027920043311486,1.3068844812068845,-0.6142792388121286,0.5390870523980253,-1.7599027077203488,3.365486716382646,2485,w1_ft_joe_biden,w1_ft_joe_biden,3,Hunter Biden's laptop had photos torturing children,Overall,p >= .05
Correction effect,-0.8159389076484458,1.316067320624007,-0.6199826519980546,0.5353260531861548,-3.3966404247039677,1.764762609407076,2485,w1_ft_joe_biden,w1_ft_joe_biden,3,Hunter Biden's laptop had photos torturing children,Overall,p >= .05
Misinformation effect,-0.02024027483883401,2.257681092996248,0.00896507257009112,0.9928492719402752,-4.452020920766648,4.4115403710889805,788,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump said 'Good' to children's separation,Overall,p >= .05
Correction effect,-3.055419366729906,2.2698220263543387,-1.3461052590265634,0.17865568512940863,-7.511032410265514,1.4001936768057024,788,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump said 'Good' to children's separation,Overall,p >= .05
Misinformation effect,-0.6884766864515502,1.4443554100970415,0.47666708736549385,0.6336509656019094,-3.5210652621145164,2.1441118892114157,2012,w1_ft_the_u.s._postal_service,w1_ft_the_u.s._postal_service,3,USPS fails to deliver 27% of mail ballots in South FL,Overall,p >= .05
Correction effect,0.07406899097435415,1.460520021698183,0.05071412228107102,0.9595583571521376,-2.79022071159362,2.9383586935423285,2012,w1_ft_the_u.s._postal_service,w1_ft_the_u.s._postal_service,3,USPS fails to deliver 27% of mail ballots in South FL,Overall,p >= .05
