term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,dv,fc,topic_short_2,lucid_pid_3
treatmentfactcheck,0.7025527785809808,7.773812160852873,0.09037429308092557,0.9282765050914787,-14.832171232392085,16.237276789554045,63,w1_ft_scientists,w1_ft_scientists,3,SARS-CoV-2 man made virus created in the lab (MTurk),Independent
treatmentcontrol,0.2638493333233762,7.095352946800809,-0.037186216852305,0.9704085048264441,-13.808109760579356,14.335808427226109,103,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump responsible for all Covid deaths,Independent
treatmentfactcheck,4.288375915680611,7.187247320544258,0.5966645816434589,0.5520405479732189,-9.965833994773915,18.542585826135138,103,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump responsible for all Covid deaths,Independent
treatmentcontrol,0.6252316981592385,4.204416433982788,-0.14870831849712016,0.8819032008409635,-7.6551992472591035,8.90566264357758,251,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,3,Judge Barrett made homophobic and racist statements,Independent
treatmentfactcheck,0.13167995182802006,4.648294381662681,0.02832866015274156,0.9774225329711549,-9.022950957287929,9.28631086094397,251,w1_ft_amy_coney_barrett,w1_ft_amy_coney_barrett,3,Judge Barrett made homophobic and racist statements,Independent
treatmentcontrol,-5.3201638100482675,4.194061631603541,1.2684991965685963,0.20625781347509436,-13.5960154953901,2.955687875293565,180,w1_ft_hunter_biden,w1_ft_hunter_biden,3,Hunter Biden's laptop had photos torturing children,Independent
treatmentfactcheck,1.1417429240669428,4.292275291001787,0.26599946337562796,0.7905440570052462,-7.32790698124616,9.611392829380046,180,w1_ft_hunter_biden,w1_ft_hunter_biden,3,Hunter Biden's laptop had photos torturing children,Independent
treatmentcontrol,-11.293097133351669,5.104387275155653,2.212429528675858,0.02817422655088104,-21.364114046703705,-1.2220802199996346,183,w1_ft_joe_biden,w1_ft_joe_biden,3,Hunter Biden's laptop had photos torturing children,Independent
treatmentfactcheck,5.67284921916149,5.308388829005689,1.0686574404957574,0.28663167827441294,-4.800665190642977,16.146363628965958,183,w1_ft_joe_biden,w1_ft_joe_biden,3,Hunter Biden's laptop had photos torturing children,Independent
treatmentcontrol,-28.845153695710266,13.550566955590163,2.1287045619748377,0.03965001389549664,-56.253762438132654,-1.436544953287875,39,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump said 'Good' to children's separation,Independent
treatmentfactcheck,-11.261242541774998,8.652764199995216,-1.3014618544419856,0.20073634876413188,-28.763110122324466,6.240625038774471,39,w1_ft_donald_trump,w1_ft_donald_trump,3,Trump said 'Good' to children's separation,Independent
treatmentcontrol,2.4795474074764963,4.124140848074717,-0.6012276250540837,0.5482830556710443,-5.646566032807381,10.605660847760372,229,w1_ft_the_u.s._postal_service,w1_ft_the_u.s._postal_service,3,USPS fails to deliver 27% of mail ballots in South FL,Independent
treatmentfactcheck,-3.110572276382275,4.146537466978367,-0.7501613819129405,0.45392754637802746,-11.280815505777216,5.059670953012667,229,w1_ft_the_u.s._postal_service,w1_ft_the_u.s._postal_service,3,USPS fails to deliver 27% of mail ballots in South FL,Independent
